	SMILES	Number	Lattice
712	C[C@@H](Nc1ncc([N+](=O)[O-])cc1[N+](=O)[O-])c1ccccc1	1560	('32.0795748', '0.0', '0.0', '0.0', '32.0795748', '0.0', '0.0', '0.0', '32.0795748')
713	c1ccc2c(c1)Sc1cccnc1S2	1561	('31.400558280000002', '0.0', '0.0', '0.0', '31.400558280000002', '0.0', '0.0', '0.0', '31.400558280000002')
714	c1ccc2c(c1)Sc1cccnc1S2	1562	('36.0575712', '0.0', '0.0', '0.0', '36.0575712', '0.0', '0.0', '0.0', '36.0575712')
715	C1CCCc2n[nH]nc2CC1	1567	('39.00743784', '0.0', '0.0', '0.0', '39.00743784', '0.0', '0.0', '0.0', '39.00743784')
716	S=c1[nH]cnc2[nH]ncc12	1569	('53.07315048', '0.0', '0.0', '0.0', '53.07315048', '0.0', '0.0', '0.0', '53.07315048')
717	CC(C)n1c(=O)n2n(c1=O)S(=O)(=O)[N][C]2N(C)C	1571	('39.46651884', '0.0', '0.0', '0.0', '39.46651884', '0.0', '0.0', '0.0', '39.46651884')
718	CC(C)n1c(=O)n2n(c1=O)S(=O)(=O)[N][C]2N(C)C	1572	('23.36201028', '0.0', '0.0', '0.0', '23.36201028', '0.0', '0.0', '0.0', '23.36201028')
719	CCNC(=S)N/N=C/c1ccccc1	1573	('10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999')
720	CCNC(=S)N/N=C/c1ccccc1	1574	('10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999')
721	O=Cc1ccc(CO)n1[C@@H]1CC(=O)NC1=O	1576	('21.36385692', '0.0', '0.0', '0.0', '21.36385692', '0.0', '0.0', '0.0', '21.36385692')
722	Cc1cc(=O)c2c(o1)C(=O)c1occc1C2=O	1577	('22.204808640000003', '0.0', '0.0', '0.0', '22.204808640000003', '0.0', '0.0', '0.0', '22.204808640000003')
723	O=c1oc(=O)c2cc3c(=O)oc(=O)c3cc12	1581	('28.64871828', '0.0', '0.0', '0.0', '28.64871828', '0.0', '0.0', '0.0', '28.64871828')
724	O=c1oc(-c2ccc([N+](=O)[O-])cc2)ns1	1583	('25.383078', '0.0', '0.0', '0.0', '25.383078', '0.0', '0.0', '0.0', '25.383078')
725	O=C1CCCc2c1noc2[N+](=O)[O-]	1584	('33.9833718', '0.0', '0.0', '0.0', '33.9833718', '0.0', '0.0', '0.0', '33.9833718')
726	c1cc(-n2cnnn2)n[nH]1	1586	('49.98410424', '0.0', '0.0', '0.0', '49.98410424', '0.0', '0.0', '0.0', '49.98410424')
727	c1cc2c3c(cccc3c1)S2	1588	('27.572643', '0.0', '0.0', '0.0', '27.572643', '0.0', '0.0', '0.0', '27.572643')
728	O=C(O)COc1ccc(OCC(=O)O)cc1	1590	('23.61994236', '0.0', '0.0', '0.0', '23.61994236', '0.0', '0.0', '0.0', '23.61994236')
729	C=Cc1c(C=C)c(C=C)c(C=C)c(C=C)c1C=C	1593	('24.09267672', '0.0', '0.0', '0.0', '24.09267672', '0.0', '0.0', '0.0', '24.09267672')
730	O=C(O)c1cncs1	1594	('32.84194032', '0.0', '0.0', '0.0', '32.84194032', '0.0', '0.0', '0.0', '32.84194032')
731	c1ccc(-c2ccc(-c3ccccn3)nc2)cc1	1597	('25.96339872', '0.0', '0.0', '0.0', '25.96339872', '0.0', '0.0', '0.0', '25.96339872')
732	c1cc2c3c(c1)[C@@H]1CC[C@@H]1c1cccc(c1OCCOCCOCCO3)[C@@H]1CC[C@H]21	1598	('35.3381238', '0.0', '0.0', '0.0', '35.3381238', '0.0', '0.0', '0.0', '35.3381238')
733	c1ccc2nc3c(nc2c1)[C@H]1[C@H]2[C@@H]3[C@@H]12	1603	('19.99084752', '0.0', '0.0', '0.0', '19.99084752', '0.0', '0.0', '0.0', '19.99084752')
734	CCC[C@]12c3cc4c(cc3[C@]3(CCC)c5cc6c(cc5[C@](CCC)(c5cc7c(cc51)C(=O)C(=O)N7)C23C)C(=O)C(=O)N6)C(=O)C(=O)N4	1604	('22.21200576', '0.0', '0.0', '0.0', '22.21200576', '0.0', '0.0', '0.0', '22.21200576')
735	O=c1c2cc3c(=O)n4c(=O)c3cc2c(=O)n1[C@@H]1CCCC[C@H]1n1c(=O)c2cc3c(=O)n(c(=O)c3cc2c1=O)[C@@H]1CCCC[C@H]14	1605	('41.38201116', '0.0', '0.0', '0.0', '41.38201116', '0.0', '0.0', '0.0', '41.38201116')
736	O=C1c2ccccc2C(=O)c2nn(/N=C/c3ccc([N+](=O)[O-])o3)nc21	1609	('35.197779960000005', '0.0', '0.0', '0.0', '35.197779960000005', '0.0', '0.0', '0.0', '35.197779960000005')
737	Cc1cc(C(=O)O)c(C)o1	1610	('30.74990688', '0.0', '0.0', '0.0', '30.74990688', '0.0', '0.0', '0.0', '30.74990688')
738	Nc1cccc2cccc(N)c12	1612	('21.76932996', '0.0', '0.0', '0.0', '21.76932996', '0.0', '0.0', '0.0', '21.76932996')
739	O=c1c2c1SCCCCSc1c(c1=O)SCCCCCCS2	1613	('40.38118812', '0.0', '0.0', '0.0', '40.38118812', '0.0', '0.0', '0.0', '40.38118812')
740	O=C1NC(=O)c2ccc3c4c(ccc1c24)C(=O)NC3=O	1614	('28.098826560000003', '0.0', '0.0', '0.0', '28.098826560000003', '0.0', '0.0', '0.0', '28.098826560000003')
741	c1ccc2c(c1)c1c(c3ccccc32)SSSSS1	1617	('29.3766858', '0.0', '0.0', '0.0', '29.3766858', '0.0', '0.0', '0.0', '29.3766858')
742	O=[N+]([O-])n1cc(-n2cnnn2)cn1	1625	('50.79748464', '0.0', '0.0', '0.0', '50.79748464', '0.0', '0.0', '0.0', '50.79748464')
743	O=C(CCCCc1ccsc1)Nc1ccccn1	1632	('36.77627772', '0.0', '0.0', '0.0', '36.77627772', '0.0', '0.0', '0.0', '36.77627772')
744	S=c1nc2n(c(=S)s1)CCN2	1635	('29.29582404', '0.0', '0.0', '0.0', '29.29582404', '0.0', '0.0', '0.0', '29.29582404')
745	Cc1cc(O)no1	1637	('33.52090392', '0.0', '0.0', '0.0', '33.52090392', '0.0', '0.0', '0.0', '33.52090392')
746	[O]N([N]c1ccccc1[N+](=O)[O-])c1ccccc1N([O])[N]c1ccccc1[N+](=O)[O-]	1639	('35.8895502', '0.0', '0.0', '0.0', '35.8895502', '0.0', '0.0', '0.0', '35.8895502')
747	O=[N+]([O-])c1ncn(S(=O)(=O)c2cccc3cccnc23)n1	1640	('31.57593516', '0.0', '0.0', '0.0', '31.57593516', '0.0', '0.0', '0.0', '31.57593516')
748	CCc1occc(=S)c1O	1641	('43.4528766', '0.0', '0.0', '0.0', '43.4528766', '0.0', '0.0', '0.0', '43.4528766')
749	c1coc(-c2nnc(-c3ccco3)o2)c1	1642	('33.149088', '0.0', '0.0', '0.0', '33.149088', '0.0', '0.0', '0.0', '33.149088')
750	Cn1c(=O)[nH]c(=O)c2nccnc21	1643	('33.149088', '0.0', '0.0', '0.0', '33.149088', '0.0', '0.0', '0.0', '33.149088')
751	CC(=O)Nc1cc(C)[nH]n1	1645	('10.002991320000001', '0.0', '0.0', '0.0', '10.002991320000001', '0.0', '0.0', '0.0', '10.002991320000001')
752	O=c1sc2sc(=S)n(-c3ccccc3)c2s1	1648	('25.586978759999997', '0.0', '0.0', '0.0', '25.586978759999997', '0.0', '0.0', '0.0', '25.586978759999997')
753	Cc1nnc(SSC(C)(C)C)s1	1652	('22.033559519999997', '0.0', '0.0', '0.0', '22.033559519999997', '0.0', '0.0', '0.0', '22.033559519999997')
754	Nc1ncc([N+](=O)[O-])s1	1654	('35.82588744', '0.0', '0.0', '0.0', '35.82588744', '0.0', '0.0', '0.0', '35.82588744')
755	Nc1nnnn1NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]	1657	('41.0349618', '0.0', '0.0', '0.0', '41.0349618', '0.0', '0.0', '0.0', '41.0349618')
756	C1CNn2nnnc2N1	1659	('31.6371636', '0.0', '0.0', '0.0', '31.6371636', '0.0', '0.0', '0.0', '31.6371636')
757	O=c1[nH]nc([N+](=O)[O-])[nH]1	1660	('52.84384812', '0.0', '0.0', '0.0', '52.84384812', '0.0', '0.0', '0.0', '52.84384812')
758	Cc1nn(-c2ccccc2)c2nn(N)nc12	1661	('35.410042080000004', '0.0', '0.0', '0.0', '35.410042080000004', '0.0', '0.0', '0.0', '35.410042080000004')
759	O[C@@H]1c2cccc3ccc4c5ccccc5cc(c4c23)[C@H]1O	1664	('30.94687512', '0.0', '0.0', '0.0', '30.94687512', '0.0', '0.0', '0.0', '30.94687512')
760	c1cnc(SCSc2ncccn2)nc1	1669	('27.09525168', '0.0', '0.0', '0.0', '27.09525168', '0.0', '0.0', '0.0', '27.09525168')
761	c1cnc(SCSc2ncccn2)nc1	1670	('31.402939680000003', '0.0', '0.0', '0.0', '31.402939680000003', '0.0', '0.0', '0.0', '31.402939680000003')
762	Nc1nc(=O)cn[nH]1	1674	('44.5239774', '0.0', '0.0', '0.0', '44.5239774', '0.0', '0.0', '0.0', '44.5239774')
763	C=Cn1cc[nH]c1=S	1675	('43.23717468', '0.0', '0.0', '0.0', '43.23717468', '0.0', '0.0', '0.0', '43.23717468')
764	O=c1[nH]cn[nH]1	1676	('53.1319446', '0.0', '0.0', '0.0', '53.1319446', '0.0', '0.0', '0.0', '53.1319446')
765	O=[N+]([O-])c1n[nH]c(-c2nnnn2O)n1	1680	('20.611652040000003', '0.0', '0.0', '0.0', '20.611652040000003', '0.0', '0.0', '0.0', '20.611652040000003')
766	Nc1c([N+](=O)[O-])c(N)c([N+](=O)[O-])c(N)c1[N+](=O)[O-]	1682	('26.742751560000002', '0.0', '0.0', '0.0', '26.742751560000002', '0.0', '0.0', '0.0', '26.742751560000002')
767	c1ccc2nc3c(nc2c1)Sc1cscc1S3	1685	('15.63505524', '0.0', '0.0', '0.0', '15.63505524', '0.0', '0.0', '0.0', '15.63505524')
768	O=S(=O)([N]S[N]S[N]S[N]S(=O)(=O)c1ccccc1)c1ccccc1	1686	('31.23184932', '0.0', '0.0', '0.0', '31.23184932', '0.0', '0.0', '0.0', '31.23184932')
769	c1cn(C[C@]23[C@@H]4[C@@H]5[C@H]2[C@@H]2[C@H]3[C@H]4[C@]52Cn2ccnc2)cn1	1687	('25.957365839999998', '0.0', '0.0', '0.0', '25.957365839999998', '0.0', '0.0', '0.0', '25.957365839999998')
770	c1nc[nH]n1	1689	('33.9696126', '0.0', '0.0', '0.0', '33.9696126', '0.0', '0.0', '0.0', '33.9696126')
771	CC(=O)n1ccnc1-c1nccn1C(C)=O	1692	('26.89309728', '0.0', '0.0', '0.0', '26.89309728', '0.0', '0.0', '0.0', '26.89309728')
772	O=c1ccc2ccccc2[nH]1	1694	('18.21331764', '0.0', '0.0', '0.0', '18.21331764', '0.0', '0.0', '0.0', '18.21331764')
773	Cc1cc(C)n(C(n2nc(C)cc2C)(n2nc(C)cc2C)n2nc(C)cc2C)n1	1695	('52.46896284', '0.0', '0.0', '0.0', '52.46896284', '0.0', '0.0', '0.0', '52.46896284')
774	CN1NC(=O)Cn2nnnc21	1697	('27.30185136', '0.0', '0.0', '0.0', '27.30185136', '0.0', '0.0', '0.0', '27.30185136')
775	Cc1ccc(C(=O)NO)cc1	1698	('30.211551720000003', '0.0', '0.0', '0.0', '30.211551720000003', '0.0', '0.0', '0.0', '30.211551720000003')
776	Cc1n[nH]c(=S)s1	1699	('43.51537512', '0.0', '0.0', '0.0', '43.51537512', '0.0', '0.0', '0.0', '43.51537512')
777	O=C(O)c1cc(C(=O)O)cc(-c2cc(C(=O)O)cc(C(=O)O)c2)c1	1700	('33.39696528', '0.0', '0.0', '0.0', '33.39696528', '0.0', '0.0', '0.0', '33.39696528')
778	CCc1nc(C)ccc1O	1701	('29.8844532', '0.0', '0.0', '0.0', '29.8844532', '0.0', '0.0', '0.0', '29.8844532')
779	CCc1nc(C)ccc1O	1702	('32.2767018', '0.0', '0.0', '0.0', '32.2767018', '0.0', '0.0', '0.0', '32.2767018')
780	O=C(c1cc(C(=O)O)c(=O)[nH]n1)c1ccco1	1703	('38.20554108', '0.0', '0.0', '0.0', '38.20554108', '0.0', '0.0', '0.0', '38.20554108')
781	O=c1[nH]cc([N+](=O)[O-])c(=O)[nH]1	1704	('18.54883044', '0.0', '0.0', '0.0', '18.54883044', '0.0', '0.0', '0.0', '18.54883044')
782	CCCCN1C(=O)c2cc3cc4ccccc4cc3cc2C1=O	1708	('26.768629439999998', '0.0', '0.0', '0.0', '26.768629439999998', '0.0', '0.0', '0.0', '26.768629439999998')
783	CN(C)N(C)C(=O)c1ccccc1	1709	('20.254494960000002', '0.0', '0.0', '0.0', '20.254494960000002', '0.0', '0.0', '0.0', '20.254494960000002')
784	Cc1ccc(SSc2ccc(C)cc2)cc1	1710	('23.417682120000002', '0.0', '0.0', '0.0', '23.417682120000002', '0.0', '0.0', '0.0', '23.417682120000002')
785	Cc1ccc(SSc2ccc(C)cc2)cc1	1711	('26.778948839999998', '0.0', '0.0', '0.0', '26.778948839999998', '0.0', '0.0', '0.0', '26.778948839999998')
786	O=C(O)COc1cc(OCC(=O)O)c([N+](=O)[O-])cc1[N+](=O)[O-]	1715	('18.14669136', '0.0', '0.0', '0.0', '18.14669136', '0.0', '0.0', '0.0', '18.14669136')
787	c1cc(-c2cc(-c3cc[nH]n3)cc(-c3cc[nH]n3)c2)n[nH]1	1719	('45.12996432', '0.0', '0.0', '0.0', '45.12996432', '0.0', '0.0', '0.0', '45.12996432')
788	Nc1ccncc1N	1720	('16.89058224', '0.0', '0.0', '0.0', '16.89058224', '0.0', '0.0', '0.0', '16.89058224')
789	O=C(NC(=S)Nc1ccccc1)c1ccco1	1721	('26.2475262', '0.0', '0.0', '0.0', '26.2475262', '0.0', '0.0', '0.0', '26.2475262')
790	c1scc2c1sc1cscc12	1722	('25.89142752', '0.0', '0.0', '0.0', '25.89142752', '0.0', '0.0', '0.0', '25.89142752')
791	O=[N+]([O-])n1nc2c3n[nH]nc3c3nn([N+](=O)[O-])nc3c2n1	1725	('36.42795828', '0.0', '0.0', '0.0', '36.42795828', '0.0', '0.0', '0.0', '36.42795828')
792	Nc1nc([N+](=O)[O-])no1	1729	('36.120546', '0.0', '0.0', '0.0', '36.120546', '0.0', '0.0', '0.0', '36.120546')
793	O=C1C=CC(=O)C(/C=C/c2ccccc2)=C1	1732	('29.809571400000003', '0.0', '0.0', '0.0', '29.809571400000003', '0.0', '0.0', '0.0', '29.809571400000003')
794	Cc1nnsc1C(=O)NN1C(=O)CNC1=S	1737	('17.104167359999998', '0.0', '0.0', '0.0', '17.104167359999998', '0.0', '0.0', '0.0', '17.104167359999998')
795	O=c1[nH]nc2n1CCCCC2	1738	('28.0169064', '0.0', '0.0', '0.0', '28.0169064', '0.0', '0.0', '0.0', '28.0169064')
796	O=c1[nH]nc2n1CCCCC2	1739	('35.34669684', '0.0', '0.0', '0.0', '35.34669684', '0.0', '0.0', '0.0', '35.34669684')
797	Cn1c(=O)c2cc3c(=O)n(C)c(=O)n(C)c3nc2n(C)c1=O	1744	('28.795253759999998', '0.0', '0.0', '0.0', '28.795253759999998', '0.0', '0.0', '0.0', '28.795253759999998')
798	C1=Cc2ccc3c4c(ccc1c24)-c1ccccc1-3	1745	('39.1004712', '0.0', '0.0', '0.0', '39.1004712', '0.0', '0.0', '0.0', '39.1004712')
799	c1ccc2c(c1)sc1nnnn12	1746	('20.689179839999998', '0.0', '0.0', '0.0', '20.689179839999998', '0.0', '0.0', '0.0', '20.689179839999998')
800	O=C1OC(=O)c2ccc3c4c(ccc1c24)-c1c[nH]cc1-3	1748	('35.824405680000005', '0.0', '0.0', '0.0', '35.824405680000005', '0.0', '0.0', '0.0', '35.824405680000005')
801	O=c1[nH]c(=O)c2n[nH]nc2[nH]1	1750	('32.67471312', '0.0', '0.0', '0.0', '32.67471312', '0.0', '0.0', '0.0', '32.67471312')
802	Cc1c(O)c(C)c2occc(=O)c2c1O	1751	('40.68082116', '0.0', '0.0', '0.0', '40.68082116', '0.0', '0.0', '0.0', '40.68082116')
803	C[C](C#CC1=C2[CH]C=CC=C2c2ccccc21)C=O	1753	('22.79333196', '0.0', '0.0', '0.0', '22.79333196', '0.0', '0.0', '0.0', '22.79333196')
804	O=Cc1cc([N+](=O)[O-])cc2c1OCO2	1754	('24.17126292', '0.0', '0.0', '0.0', '24.17126292', '0.0', '0.0', '0.0', '24.17126292')
805	c1ccc(SCSc2ccccn2)nc1	1756	('28.934486279999998', '0.0', '0.0', '0.0', '28.934486279999998', '0.0', '0.0', '0.0', '28.934486279999998')
806	COC(=O)c1ccc(NC(=S)OC)cc1	1761	('10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999')
807	O=c1nc[nH]c(=O)[nH]1	1764	('24.447717', '0.0', '0.0', '0.0', '24.447717', '0.0', '0.0', '0.0', '24.447717')
808	O[N]C1=C([N]O)Nc2ccccc2N1	1768	('10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999')
809	Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1	1769	('28.6413624', '0.0', '0.0', '0.0', '28.6413624', '0.0', '0.0', '0.0', '28.6413624')
810	[NH]C1=N[C](N)c2ccccc21	1772	('49.05186552', '0.0', '0.0', '0.0', '49.05186552', '0.0', '0.0', '0.0', '49.05186552')
811	[O]S([O])([O])Sc1ccccc1NCC1=CC=C[CH]N1	1774	('39.099942000000006', '0.0', '0.0', '0.0', '39.099942000000006', '0.0', '0.0', '0.0', '39.099942000000006')
812	O=c1[nH]c2c([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])c2[nH]1	1778	('15.56911692', '0.0', '0.0', '0.0', '15.56911692', '0.0', '0.0', '0.0', '15.56911692')
813	O=C(C1=C(c2ccccc2)C(=O)c2ccccc21)c1ccccc1	1781	('29.86317936', '0.0', '0.0', '0.0', '29.86317936', '0.0', '0.0', '0.0', '29.86317936')
814	O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1	1783	('26.88140196', '0.0', '0.0', '0.0', '26.88140196', '0.0', '0.0', '0.0', '26.88140196')
815	Oc1ccccc1	1784	('48.60268056', '0.0', '0.0', '0.0', '48.60268056', '0.0', '0.0', '0.0', '48.60268056')
816	O=c1c(O)c(O)c(=O)c1=O	1788	('22.606524359999998', '0.0', '0.0', '0.0', '22.606524359999998', '0.0', '0.0', '0.0', '22.606524359999998')
817	S=c1[nH]nc(CN2[CH]N=C[N]2)s1	1789	('47.21474772', '0.0', '0.0', '0.0', '47.21474772', '0.0', '0.0', '0.0', '47.21474772')
818	c1nnc2nc1-c1cnnc(n1)SCCOCCOCCOCCS2	1794	('23.16377196', '0.0', '0.0', '0.0', '23.16377196', '0.0', '0.0', '0.0', '23.16377196')
819	COc1cccc(/C=N/O)c1O	1795	('17.104167359999998', '0.0', '0.0', '0.0', '17.104167359999998', '0.0', '0.0', '0.0', '17.104167359999998')
820	O=[N+]([O-])c1nnn(O)n1	1797	('28.01145564', '0.0', '0.0', '0.0', '28.01145564', '0.0', '0.0', '0.0', '28.01145564')
821	Nc1nnc2nnnn2n1	1800	('41.02527744', '0.0', '0.0', '0.0', '41.02527744', '0.0', '0.0', '0.0', '41.02527744')
822	COc1cccc(O)c1C(=O)O	1801	('41.02527744', '0.0', '0.0', '0.0', '41.02527744', '0.0', '0.0', '0.0', '41.02527744')
823	O=CNn1cn[nH]c1=S	1802	('24.956119440000002', '0.0', '0.0', '0.0', '24.956119440000002', '0.0', '0.0', '0.0', '24.956119440000002')
824	c1cn[nH]c1	1804	('10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999')
825	Nn1c(CO)nnc1CO	1806	('21.903588', '0.0', '0.0', '0.0', '21.903588', '0.0', '0.0', '0.0', '21.903588')
826	Nn1c(CO)nnc1CO	1807	('21.903588', '0.0', '0.0', '0.0', '21.903588', '0.0', '0.0', '0.0', '21.903588')
827	Cn1c(=O)[nH]c2ncn(C)c2c1=O	1809	('24.2116938', '0.0', '0.0', '0.0', '24.2116938', '0.0', '0.0', '0.0', '24.2116938')
828	c1n[nH]cc1Cc1cn[nH]c1	1811	('45.95959116', '0.0', '0.0', '0.0', '45.95959116', '0.0', '0.0', '0.0', '45.95959116')
829	O=c1ccscc1	1812	('22.365526680000002', '0.0', '0.0', '0.0', '22.365526680000002', '0.0', '0.0', '0.0', '22.365526680000002')
830	Cn1c2ccsc2c2sc3c4sccc4n(C)c3c21	1818	('39.645018', '0.0', '0.0', '0.0', '39.645018', '0.0', '0.0', '0.0', '39.645018')
831	O=C(O)c1ccc2c(-c3c(C(=O)O)ccc4cc(C(=O)O)ccc34)c(C(=O)O)ccc2c1	1820	('21.66608304', '0.0', '0.0', '0.0', '21.66608304', '0.0', '0.0', '0.0', '21.66608304')
832	c1scc2c1SSSSS2	1824	('24.95903004', '0.0', '0.0', '0.0', '24.95903004', '0.0', '0.0', '0.0', '24.95903004')
833	COn1ccn(C)c1=S	1826	('10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999')
834	CNc1c(NC)c(=O)c1=O	1828	('36.43393824', '0.0', '0.0', '0.0', '36.43393824', '0.0', '0.0', '0.0', '36.43393824')
835	O=C1Nc2ccccc2S[C@H]1C(=O)c1ccccc1	1830	('46.940516280000004', '0.0', '0.0', '0.0', '46.940516280000004', '0.0', '0.0', '0.0', '46.940516280000004')
836	c1nc2c(ncn3nnnc23)[nH]1	1831	('34.3866222', '0.0', '0.0', '0.0', '34.3866222', '0.0', '0.0', '0.0', '34.3866222')
837	CC(=O)On1c(C)csc1=S	1834	('47.41256268', '0.0', '0.0', '0.0', '47.41256268', '0.0', '0.0', '0.0', '47.41256268')
838	CC(=O)On1c(C)csc1=S	1835	('43.5944376', '0.0', '0.0', '0.0', '43.5944376', '0.0', '0.0', '0.0', '43.5944376')
839	[CH]([N][N][CH]c1ccoc1)c1ccoc1	1836	('27.61783668', '0.0', '0.0', '0.0', '27.61783668', '0.0', '0.0', '0.0', '27.61783668')
840	Cc1cc(C)c2ccc(N)nc2n1	1839	('41.11979256', '0.0', '0.0', '0.0', '41.11979256', '0.0', '0.0', '0.0', '41.11979256')
841	C/C=C(/C)C(=S)N(Cc1ccccc1)C(C)C	1841	('26.6534226', '0.0', '0.0', '0.0', '26.6534226', '0.0', '0.0', '0.0', '26.6534226')
842	C/C=C(/C)C(=S)N(Cc1ccccc1)C(C)C	1842	('20.02021812', '0.0', '0.0', '0.0', '20.02021812', '0.0', '0.0', '0.0', '20.02021812')
843	Cc1ccc(-c2ccc(C)nn2)cc1	1843	('37.17037296', '0.0', '0.0', '0.0', '37.17037296', '0.0', '0.0', '0.0', '37.17037296')
844	c1c[nH]c(SSc2ncc[nH]2)n1	1846	('32.4074142', '0.0', '0.0', '0.0', '32.4074142', '0.0', '0.0', '0.0', '32.4074142')
845	c1c[nH]c(SSc2ncc[nH]2)n1	1847	('25.10344872', '0.0', '0.0', '0.0', '25.10344872', '0.0', '0.0', '0.0', '25.10344872')
846	CC[C@H]1COC(c2ccc(C3=N[C@@H](CC)CO3)s2)=N1	1848	('41.1741414', '0.0', '0.0', '0.0', '41.1741414', '0.0', '0.0', '0.0', '41.1741414')
847	c1cc2ccc1CCCc1cc3c(cc1CCCc1ccc(cc1)CCC3)CCC2	1849	('27.745003439999998', '0.0', '0.0', '0.0', '27.745003439999998', '0.0', '0.0', '0.0', '27.745003439999998')
848	c1cc2ccc1CCCc1cc3c(cc1CCCc1ccc(cc1)CCC3)CCC2	1850	('26.03510532', '0.0', '0.0', '0.0', '26.03510532', '0.0', '0.0', '0.0', '26.03510532')
849	O=[N+]([O-])c1ccc2c(c1)-c1cc([N+](=O)[O-])ccc1-c1ccc([N+](=O)[O-])cc1-c1cc([N+](=O)[O-])ccc1-2	1851	('38.36419524', '0.0', '0.0', '0.0', '38.36419524', '0.0', '0.0', '0.0', '38.36419524')
850	CC(C)(CO)n1cnnn1	1853	('21.21769188', '0.0', '0.0', '0.0', '21.21769188', '0.0', '0.0', '0.0', '21.21769188')
851	CC(C)(CO)n1cnnn1	1854	('36.21611952', '0.0', '0.0', '0.0', '36.21611952', '0.0', '0.0', '0.0', '36.21611952')
852	NC(=S)N/N=C/c1c[nH]cn1	1856	('10.00256796', '0.0', '0.0', '0.0', '10.00256796', '0.0', '0.0', '0.0', '10.00256796')
853	O=c1[nH]c(=O)n2cncc2[nH]1	1858	('38.96377884', '0.0', '0.0', '0.0', '38.96377884', '0.0', '0.0', '0.0', '38.96377884')
854	CCc1cc2cccc3c4nc(CC)cc5cccc(c(n1)c23)c54	1860	('19.79705448', '0.0', '0.0', '0.0', '19.79705448', '0.0', '0.0', '0.0', '19.79705448')
855	Nc1nnn[nH]1	1862	('26.669351520000003', '0.0', '0.0', '0.0', '26.669351520000003', '0.0', '0.0', '0.0', '26.669351520000003')
856	OC[C@@H](O)C(Nc1nccs1)Nc1nccs1	1865	('36.582855120000005', '0.0', '0.0', '0.0', '36.582855120000005', '0.0', '0.0', '0.0', '36.582855120000005')
857	CNc1nsnc1C(=O)NNC(N)=S	1867	('29.94541704', '0.0', '0.0', '0.0', '29.94541704', '0.0', '0.0', '0.0', '29.94541704')
858	CNc1nsnc1C(=O)NNC(N)=S	1868	('27.99012888', '0.0', '0.0', '0.0', '27.99012888', '0.0', '0.0', '0.0', '27.99012888')
859	CC(=O)Nc1nnc(S(N)(=O)=O)s1	1871	('17.35860672', '0.0', '0.0', '0.0', '17.35860672', '0.0', '0.0', '0.0', '17.35860672')
860	CN1c2ccccc2/C(=N/N)CS1(=O)=O	1872	('23.083280639999998', '0.0', '0.0', '0.0', '23.083280639999998', '0.0', '0.0', '0.0', '23.083280639999998')
861	Oc1cc(O)cc(O)c1	1874	('32.17393116', '0.0', '0.0', '0.0', '32.17393116', '0.0', '0.0', '0.0', '32.17393116')
862	c1cn(CCCCn2ccnc2)cn1	1875	('31.95690624', '0.0', '0.0', '0.0', '31.95690624', '0.0', '0.0', '0.0', '31.95690624')
863	c1cnc2cc3c(cc2n1)C1c2cc4nccnc4cc2C3c2cc3nccnc3cc21	1877	('10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999')
864	COC(=O)c1cc([N+](=O)[O-])on1	1878	('25.66789344', '0.0', '0.0', '0.0', '25.66789344', '0.0', '0.0', '0.0', '25.66789344')
865	O=C1c2ccccc2CS(=O)(=O)Cc2ccc(cc2)CS(=O)(=O)Cc2ccccc21	1880	('44.48026548', '0.0', '0.0', '0.0', '44.48026548', '0.0', '0.0', '0.0', '44.48026548')
866	Nn1cccn1	1881	('32.02988292', '0.0', '0.0', '0.0', '32.02988292', '0.0', '0.0', '0.0', '32.02988292')
867	CCc1c[nH]c(C(=O)C(=O)O)c1CC	1882	('21.3746526', '0.0', '0.0', '0.0', '21.3746526', '0.0', '0.0', '0.0', '21.3746526')
868	O=C(C[C@]12CC[C@@H]3OC(=O)[C@@H](O)[C@@]31COC2=O)c1cc(O)ccc1O	1883	('23.73287364', '0.0', '0.0', '0.0', '23.73287364', '0.0', '0.0', '0.0', '23.73287364')
869	O=[N+]([O-])c1c[nH]nn1	1885	('30.3924852', '0.0', '0.0', '0.0', '30.3924852', '0.0', '0.0', '0.0', '30.3924852')
870	CCNC(=S)N/N=C/c1c(O)ccc2ccccc12	1886	('20.5702686', '0.0', '0.0', '0.0', '20.5702686', '0.0', '0.0', '0.0', '20.5702686')
