	SMILES	Number	Lattice
871	c1ccc(C2=N[C@@H]([C@H]3COC(c4ccccc4)=N3)CO2)cc1	1888	('10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999')
872	CC(=O)Nc1n[nH]c(=S)s1	1891	('37.535468040000005', '0.0', '0.0', '0.0', '37.535468040000005', '0.0', '0.0', '0.0', '37.535468040000005')
873	CC1(C)[C@@]2(C)[N][N][C@]1(C)[C@H]1[C@@H]2[C@@H]2C[C@H]1c1ccccc12	1892	('43.46801172', '0.0', '0.0', '0.0', '43.46801172', '0.0', '0.0', '0.0', '43.46801172')
874	Cc1nc(Cc2nc(C)[nH]c2C)c(C)[nH]1	1895	('19.139047199999997', '0.0', '0.0', '0.0', '19.139047199999997', '0.0', '0.0', '0.0', '19.139047199999997')
875	Cn1c(=O)n(C)n(C)c1=O	1897	('19.47265488', '0.0', '0.0', '0.0', '19.47265488', '0.0', '0.0', '0.0', '19.47265488')
876	COc1c(C)c(O)c2c(c1OC)[C@@H]1CN(C)C(=O)[C@H](C2)N1C	1899	('27.99383328', '0.0', '0.0', '0.0', '27.99383328', '0.0', '0.0', '0.0', '27.99383328')
877	CS(=O)(=O)c1ccccc1O	1903	('22.39902504', '0.0', '0.0', '0.0', '22.39902504', '0.0', '0.0', '0.0', '22.39902504')
878	c1nnc(SCCCSc2nncs2)s1	1907	('29.91149532', '0.0', '0.0', '0.0', '29.91149532', '0.0', '0.0', '0.0', '29.91149532')
879	O=C1NS(=O)(=O)c2ccccc21	1908	('22.948758', '0.0', '0.0', '0.0', '22.948758', '0.0', '0.0', '0.0', '22.948758')
880	COC(=O)Nn1nnnc1N	1919	('30.83796576', '0.0', '0.0', '0.0', '30.83796576', '0.0', '0.0', '0.0', '30.83796576')
881	Nc1nonc1[N]N([O])c1nonc1N	1920	('23.85458964', '0.0', '0.0', '0.0', '23.85458964', '0.0', '0.0', '0.0', '23.85458964')
882	COc1n[nH]c2nncnc12	1921	('30.723023519999998', '0.0', '0.0', '0.0', '30.723023519999998', '0.0', '0.0', '0.0', '30.723023519999998')
883	N[C@@H](Cc1conc1C(=O)O)C(=O)O	1922	('24.997714560000002', '0.0', '0.0', '0.0', '24.997714560000002', '0.0', '0.0', '0.0', '24.997714560000002')
884	Cc1ccnc(N)n1	1923	('33.01588836', '0.0', '0.0', '0.0', '33.01588836', '0.0', '0.0', '0.0', '33.01588836')
885	c1cc2[nH]c3c4[nH]c5ccsc5c4c4nsnc4c3c2s1	1925	('25.347780359999998', '0.0', '0.0', '0.0', '25.347780359999998', '0.0', '0.0', '0.0', '25.347780359999998')
886	CC1(C)S[C](c2nc3ccc(O)cc3s2)[N][C@H]1C(=O)O	1931	('33.747877800000005', '0.0', '0.0', '0.0', '33.747877800000005', '0.0', '0.0', '0.0', '33.747877800000005')
887	c1ccc2cc3cc4c(cc3cc2c1)sc1c2cc3cc5ccccc5cc3cc2sc41	1935	('42.638808239999996', '0.0', '0.0', '0.0', '42.638808239999996', '0.0', '0.0', '0.0', '42.638808239999996')
888	O=C1C2=NO[N]/C2=N/[N]c2nonc2C(=O)N2CCN1CC2	1936	('10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999')
889	c1ccc(C2(c3ccccc3)CS[C@]3(S2)[C@@H]2C[C@H]4C[C@@H](C2)C[C@@H]3C4)cc1	1937	('33.129507600000004', '0.0', '0.0', '0.0', '33.129507600000004', '0.0', '0.0', '0.0', '33.129507600000004')
890	S=c1sc2c(s1)SC1(Oc3ccccc3O1)S2	1938	('10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999')
891	O=C(O)/C=C/c1ccc([N+](=O)[O-])o1	1942	('25.10244324', '0.0', '0.0', '0.0', '25.10244324', '0.0', '0.0', '0.0', '25.10244324')
892	On1ccccc1=S	1952	('24.49677384', '0.0', '0.0', '0.0', '24.49677384', '0.0', '0.0', '0.0', '24.49677384')
893	C[C]1c2nc3nnnn3nc2[N]N1C	1955	('31.185120960000003', '0.0', '0.0', '0.0', '31.185120960000003', '0.0', '0.0', '0.0', '31.185120960000003')
894	c1ccc(-n2nnnn2)cc1	1956	('32.663176560000004', '0.0', '0.0', '0.0', '32.663176560000004', '0.0', '0.0', '0.0', '32.663176560000004')
895	CN(C)c1ccc(C(=O)O)cc1	1957	('23.2879752', '0.0', '0.0', '0.0', '23.2879752', '0.0', '0.0', '0.0', '23.2879752')
896	O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1	1958	('27.71669124', '0.0', '0.0', '0.0', '27.71669124', '0.0', '0.0', '0.0', '27.71669124')
897	O=[N+]([O-])O[C@@H]1c2ccccc2[C@@H]1O[N+](=O)[O-]	1959	('46.65945816', '0.0', '0.0', '0.0', '46.65945816', '0.0', '0.0', '0.0', '46.65945816')
898	COC(=O)c1ccc[nH]1	1963	('38.69891424', '0.0', '0.0', '0.0', '38.69891424', '0.0', '0.0', '0.0', '38.69891424')
899	CC(C)(C)c1ccc2c(c1)-c1c3ccccc3c3c4c(c5ccccc5c-2c14)-c1cc(C(C)(C)C)ccc1-3	1966	('28.1380932', '0.0', '0.0', '0.0', '28.1380932', '0.0', '0.0', '0.0', '28.1380932')
900	CC1(C)O[C@H]2CSc3sc(=S)sc3SC[C@@H]2O1	1967	('33.80069196', '0.0', '0.0', '0.0', '33.80069196', '0.0', '0.0', '0.0', '33.80069196')
901	Nn1c(CCCO)n[nH]c1=S	1968	('33.80069196', '0.0', '0.0', '0.0', '33.80069196', '0.0', '0.0', '0.0', '33.80069196')
902	Nn1c(CCCO)n[nH]c1=S	1969	('23.87321748', '0.0', '0.0', '0.0', '23.87321748', '0.0', '0.0', '0.0', '23.87321748')
903	Cc1ccccc1	1970	('17.94194388', '0.0', '0.0', '0.0', '17.94194388', '0.0', '0.0', '0.0', '17.94194388')
904	CC(C)(C)N1C(=O)c2ccccc2C1=S	1971	('34.24051008', '0.0', '0.0', '0.0', '34.24051008', '0.0', '0.0', '0.0', '34.24051008')
905	NC(=S)c1ccc[nH]1	1972	('29.42664228', '0.0', '0.0', '0.0', '29.42664228', '0.0', '0.0', '0.0', '29.42664228')
906	Nc1nc(CSSCc2csc(N)n2)cs1	1973	('34.50712104', '0.0', '0.0', '0.0', '34.50712104', '0.0', '0.0', '0.0', '34.50712104')
907	O=c1sc2nccnc2s1	1974	('32.80912992', '0.0', '0.0', '0.0', '32.80912992', '0.0', '0.0', '0.0', '32.80912992')
908	Cc1n[nH]c(=S)n1N	1979	('30.73657104', '0.0', '0.0', '0.0', '30.73657104', '0.0', '0.0', '0.0', '30.73657104')
909	S=c1[nH]nc(-c2cccs2)o1	1986	('18.8826498', '0.0', '0.0', '0.0', '18.8826498', '0.0', '0.0', '0.0', '18.8826498')
910	O=Nc1ccc(O)c(C(=O)O)c1	1987	('43.77071412', '0.0', '0.0', '0.0', '43.77071412', '0.0', '0.0', '0.0', '43.77071412')
911	c1cc2c3cc1CCc1ccc(c(c1)[N][N]3)CC2	1988	('26.29822356', '0.0', '0.0', '0.0', '26.29822356', '0.0', '0.0', '0.0', '26.29822356')
912	Nc1c([N+](=O)[O-])c(N)[n+]([O-])c(N)c1[N+](=O)[O-]	1989	('41.684607719999995', '0.0', '0.0', '0.0', '41.684607719999995', '0.0', '0.0', '0.0', '41.684607719999995')
913	C1CN[C@H](Cc2nnn[nH]2)C1	1991	('17.104167359999998', '0.0', '0.0', '0.0', '17.104167359999998', '0.0', '0.0', '0.0', '17.104167359999998')
914	O=C1c2ccccc2C(=O)[C@@H]2O[C@H]12	1993	('36.42578856', '0.0', '0.0', '0.0', '36.42578856', '0.0', '0.0', '0.0', '36.42578856')
915	O=[N+]([O-])C(CNn1c(CO)nnc1CO)([N+](=O)[O-])[N+](=O)[O-]	1997	('10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999')
916	c1cnnnc1	2002	('32.629096080000004', '0.0', '0.0', '0.0', '32.629096080000004', '0.0', '0.0', '0.0', '32.629096080000004')
917	O=c1cnn2nnnc2[nH]1	2005	('24.0730434', '0.0', '0.0', '0.0', '24.0730434', '0.0', '0.0', '0.0', '24.0730434')
918	Cn1c(=O)n2n(c1=O)[C@@H]1C=C[C@H]2[C@@]23C[C@@]12[C@@H]1C=C[C@H]3n2c(=O)n(C)c(=O)n21	2006	('26.54710632', '0.0', '0.0', '0.0', '26.54710632', '0.0', '0.0', '0.0', '26.54710632')
919	C1CCSc2nnc(s2)SCCCCSc2nnc(s2)SC1	2007	('32.00437548', '0.0', '0.0', '0.0', '32.00437548', '0.0', '0.0', '0.0', '32.00437548')
920	O=C(O)c1nccnc1C(=O)O	2009	('26.77005828', '0.0', '0.0', '0.0', '26.77005828', '0.0', '0.0', '0.0', '26.77005828')
921	Cc1cncc(C)n1	2012	('10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999')
922	O=Cc1cncc(C=O)n1	2013	('20.181147839999998', '0.0', '0.0', '0.0', '20.181147839999998', '0.0', '0.0', '0.0', '20.181147839999998')
923	O=c1cc(O)[nH]c(=S)[nH]1	2014	('27.2466558', '0.0', '0.0', '0.0', '27.2466558', '0.0', '0.0', '0.0', '27.2466558')
924	Nc1ccc(-c2ccc(N)cc2N)c(N)c1	2015	('15.77587536', '0.0', '0.0', '0.0', '15.77587536', '0.0', '0.0', '0.0', '15.77587536')
925	Nc1ccc(-c2ccc(N)cc2N)c(N)c1	2016	('19.94597136', '0.0', '0.0', '0.0', '19.94597136', '0.0', '0.0', '0.0', '19.94597136')
926	Oc1cc(O)cc(O)c1	2017	('19.26377964', '0.0', '0.0', '0.0', '19.26377964', '0.0', '0.0', '0.0', '19.26377964')
927	C(=C1\Oc2ccccc2O[C@H]1c1ccccc1)\c1ccccc1	2018	('34.202090160000004', '0.0', '0.0', '0.0', '34.202090160000004', '0.0', '0.0', '0.0', '34.202090160000004')
928	O=c1sc2c(s1)S[C@@H]1SCCS[C@@H]1S2	2020	('17.35463772', '0.0', '0.0', '0.0', '17.35463772', '0.0', '0.0', '0.0', '17.35463772')
929	COc1cc(/C=C/c2cc(OC)cc(OC)c2)cc(OC)c1	2021	('26.667711', '0.0', '0.0', '0.0', '26.667711', '0.0', '0.0', '0.0', '26.667711')
930	COC(=O)c1nc[nH]n1	2023	('27.35498304', '0.0', '0.0', '0.0', '27.35498304', '0.0', '0.0', '0.0', '27.35498304')
931	C(=C/c1ccc2ccccc2c1)\c1ccncc1	2028	('10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999')
932	c1ccc(S[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1	2029	('31.590646919999998', '0.0', '0.0', '0.0', '31.590646919999998', '0.0', '0.0', '0.0', '31.590646919999998')
933	CNc1nnn[nH]1	2031	('29.17262628', '0.0', '0.0', '0.0', '29.17262628', '0.0', '0.0', '0.0', '29.17262628')
934	CS(=O)(=O)N1CCn2c1nsc2=S	2033	('43.48759212', '0.0', '0.0', '0.0', '43.48759212', '0.0', '0.0', '0.0', '43.48759212')
935	Cc1nc2c(nc1C)C(=O)c1nc(C)c(C)nc1C2=O	2035	('25.06359996', '0.0', '0.0', '0.0', '25.06359996', '0.0', '0.0', '0.0', '25.06359996')
936	CN(N)c1nnn[nH]1	2037	('43.75843668', '0.0', '0.0', '0.0', '43.75843668', '0.0', '0.0', '0.0', '43.75843668')
937	CSCc1nc(CSC)c(CSC)nc1CSC	2039	('48.12259032', '0.0', '0.0', '0.0', '48.12259032', '0.0', '0.0', '0.0', '48.12259032')
938	O=C(Cn1ccc(=O)[nH]c1=O)Cn1ccc(=O)[nH]c1=O	2040	('39.88437516', '0.0', '0.0', '0.0', '39.88437516', '0.0', '0.0', '0.0', '39.88437516')
939	O=C(Cn1ccc(=O)[nH]c1=O)Cn1ccc(=O)[nH]c1=O	2041	('38.55370176', '0.0', '0.0', '0.0', '38.55370176', '0.0', '0.0', '0.0', '38.55370176')
940	O=c1[nH]cnc2c1CC2	2042	('22.000378679999997', '0.0', '0.0', '0.0', '22.000378679999997', '0.0', '0.0', '0.0', '22.000378679999997')
941	c1cc2c3nsnc3c1CCc1ccc(c3nsnc13)CC2	2043	('25.957365839999998', '0.0', '0.0', '0.0', '25.957365839999998', '0.0', '0.0', '0.0', '25.957365839999998')
942	c1c2c(cc3nsnc13)C1c3cc4nsnc4cc3C2c2cc3nsnc3cc21	2048	('32.964503040000004', '0.0', '0.0', '0.0', '32.964503040000004', '0.0', '0.0', '0.0', '32.964503040000004')
943	c1c[nH]cn1	2049	('20.5655058', '0.0', '0.0', '0.0', '20.5655058', '0.0', '0.0', '0.0', '20.5655058')
944	c1ccc2[nH]cnc2c1	2052	('28.167728399999998', '0.0', '0.0', '0.0', '28.167728399999998', '0.0', '0.0', '0.0', '28.167728399999998')
945	c1cc2c(s1)sc1sc(-c3cc4c(s3)sc3sccc34)cc12	2054	('21.85590708', '0.0', '0.0', '0.0', '21.85590708', '0.0', '0.0', '0.0', '21.85590708')
946	c1ccc(-n2c3ccc(cc3)n(-c3ccccc3)c3cccc(c3)n(-c3ccccc3)c3ccc(cc3)n(-c3ccccc3)c3cccc2c3)cc1	2055	('36.87910128', '0.0', '0.0', '0.0', '36.87910128', '0.0', '0.0', '0.0', '36.87910128')
947	CN1C(=O)N(C)[C@]2(c3ccccc3)N(C)C(=O)N(C)[C@]12c1ccccc1	2057	('29.023974', '0.0', '0.0', '0.0', '29.023974', '0.0', '0.0', '0.0', '29.023974')
948	CSc1sc(=O)sc1SC	2058	('26.52069924', '0.0', '0.0', '0.0', '26.52069924', '0.0', '0.0', '0.0', '26.52069924')
949	O=[N+]([O-])/C=C/c1ccco1	2059	('32.245267319999996', '0.0', '0.0', '0.0', '32.245267319999996', '0.0', '0.0', '0.0', '32.245267319999996')
950	c1cnc(-n2ccnc2)nc1	2061	('31.4612046', '0.0', '0.0', '0.0', '31.4612046', '0.0', '0.0', '0.0', '31.4612046')
951	O=C1c2ccccc2C(=O)c2ssssc21	2063	('23.678577720000003', '0.0', '0.0', '0.0', '23.678577720000003', '0.0', '0.0', '0.0', '23.678577720000003')
952	c1ccc2c(c1)[C@H]1CC[C@@H]2[C@@H]2[C@H]1[C@H]1CC[C@@H]2c2ccccc21	2064	('22.77666216', '0.0', '0.0', '0.0', '22.77666216', '0.0', '0.0', '0.0', '22.77666216')
953	n1onc2c1Nc1nonc1-c1nonc1-2	2067	('25.19092548', '0.0', '0.0', '0.0', '25.19092548', '0.0', '0.0', '0.0', '25.19092548')
954	NNC(=O)CN1CCN(CC(=O)NN)Cc2cccc(n2)CN(CC(=O)NN)CCN(CC(=O)NN)Cc2cccc(n2)C1	2068	('41.315120279999995', '0.0', '0.0', '0.0', '41.315120279999995', '0.0', '0.0', '0.0', '41.315120279999995')
955	CC(C)(C)N1[N]N([O])c2c1n[n+]([O-])n[n+]2[O-]	2069	('36.457064280000004', '0.0', '0.0', '0.0', '36.457064280000004', '0.0', '0.0', '0.0', '36.457064280000004')
956	O=C(O)c1ccc2c(c1)C(=O)CC2	2071	('31.42162044', '0.0', '0.0', '0.0', '31.42162044', '0.0', '0.0', '0.0', '31.42162044')
957	Nc1nnc(SCSc2nnc(N)s2)s1	2072	('24.132207960000002', '0.0', '0.0', '0.0', '24.132207960000002', '0.0', '0.0', '0.0', '24.132207960000002')
958	c1scc2c1Sc1cscc1S2	2073	('34.73409492', '0.0', '0.0', '0.0', '34.73409492', '0.0', '0.0', '0.0', '34.73409492')
959	O=[N+]([O-])C1=N[N]N(Cc2nnn[nH]2)[N]1	2074	('23.8441644', '0.0', '0.0', '0.0', '23.8441644', '0.0', '0.0', '0.0', '23.8441644')
960	O=c1sc2c(s1)SCCOCCOCCOCCOCCS2	2076	('22.596416639999997', '0.0', '0.0', '0.0', '22.596416639999997', '0.0', '0.0', '0.0', '22.596416639999997')
961	O=C1Nc2ccccc2S/C1=C1/Sc2ccccc2NC1=O	2077	('27.60397164', '0.0', '0.0', '0.0', '27.60397164', '0.0', '0.0', '0.0', '27.60397164')
962	CCc1c(C(=O)O)c(CC)c(C(=O)O)c(CC)c1C(=O)O	2078	('30.94687512', '0.0', '0.0', '0.0', '30.94687512', '0.0', '0.0', '0.0', '30.94687512')
963	c1occ2c1COSSOC2	2082	('29.58317964', '0.0', '0.0', '0.0', '29.58317964', '0.0', '0.0', '0.0', '29.58317964')
964	Cn1c(=O)c2cc3c(=O)n(C)c(=O)c3cc2c1=O	2084	('31.06922616', '0.0', '0.0', '0.0', '31.06922616', '0.0', '0.0', '0.0', '31.06922616')
965	c1cc2sc3ccsc3c2s1	2085	('31.30345008', '0.0', '0.0', '0.0', '31.30345008', '0.0', '0.0', '0.0', '31.30345008')
966	CC1(C)Cc2nnc3c4c(nnc(c24)C1)CC(C)(C)C3	2088	('26.50905684', '0.0', '0.0', '0.0', '26.50905684', '0.0', '0.0', '0.0', '26.50905684')
967	O=S1(=O)c2ccccc2S(=O)(=O)N1[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2	2089	('27.4649508', '0.0', '0.0', '0.0', '27.4649508', '0.0', '0.0', '0.0', '27.4649508')
968	Nn1c(CCCCO)nnc1CCCCO	2090	('29.8400004', '0.0', '0.0', '0.0', '29.8400004', '0.0', '0.0', '0.0', '29.8400004')
969	Cc1ncc([N+](=O)[O-])n1CCO	2091	('28.9784628', '0.0', '0.0', '0.0', '28.9784628', '0.0', '0.0', '0.0', '28.9784628')
970	Cc1ncc([N+](=O)[O-])n1CCO	2092	('17.23694364', '0.0', '0.0', '0.0', '17.23694364', '0.0', '0.0', '0.0', '17.23694364')
971	c1occ2c1SC1=C(SC(=C3SC4=C(S3)Sc3cocc3S4)S1)S2	2093	('27.9145062', '0.0', '0.0', '0.0', '27.9145062', '0.0', '0.0', '0.0', '27.9145062')
972	CN1C(=O)[C@]23O[C@]4(O)[C@@H](O)C(=O)N5C(C)(C)[C@H](Cc6cccc1c62)[C@H]3[C@@]54O	2094	('34.394242680000005', '0.0', '0.0', '0.0', '34.394242680000005', '0.0', '0.0', '0.0', '34.394242680000005')
973	c1ccc(COCOCOCOCOCOCc2ccccc2)cc1	2095	('28.10089044', '0.0', '0.0', '0.0', '28.10089044', '0.0', '0.0', '0.0', '28.10089044')
974	Cc1nonc1C(=O)NN	2097	('20.36922552', '0.0', '0.0', '0.0', '20.36922552', '0.0', '0.0', '0.0', '20.36922552')
975	Cc1nonc1C(=O)NN	2098	('44.7211044', '0.0', '0.0', '0.0', '44.7211044', '0.0', '0.0', '0.0', '44.7211044')
976	c1cc2ccc3nsnc4ccc1c2c43	2103	('10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999')
977	NC(=O)c1cc[nH]n1	2105	('17.180954279999998', '0.0', '0.0', '0.0', '17.180954279999998', '0.0', '0.0', '0.0', '17.180954279999998')
978	OC[C@@]12CO[C@@H]([C@H](c3cnco3)O1)[C@@H]2O	2106	('22.70421468', '0.0', '0.0', '0.0', '22.70421468', '0.0', '0.0', '0.0', '22.70421468')
979	CCc1c2c(c(CC)c3c1SSS3=O)SSSSS2	2109	('37.40290344', '0.0', '0.0', '0.0', '37.40290344', '0.0', '0.0', '0.0', '37.40290344')
980	Nn1nc(O)ccc1=O	2110	('39.84595524', '0.0', '0.0', '0.0', '39.84595524', '0.0', '0.0', '0.0', '39.84595524')
981	Cc1cc(C)nc(NC(N)=S)n1	2111	('37.71253836', '0.0', '0.0', '0.0', '37.71253836', '0.0', '0.0', '0.0', '37.71253836')
982	NNc1cc[nH]c(=O)n1	2112	('26.0361108', '0.0', '0.0', '0.0', '26.0361108', '0.0', '0.0', '0.0', '26.0361108')
983	Nc1c([N+](=O)[O-])n[nH]c1[N+](=O)[O-]	2116	('24.84578124', '0.0', '0.0', '0.0', '24.84578124', '0.0', '0.0', '0.0', '24.84578124')
984	O=c1oc(=C2SC3=C(SCCS3)S2)c2cccc3cccc1c32	2118	('38.297727720000005', '0.0', '0.0', '0.0', '38.297727720000005', '0.0', '0.0', '0.0', '38.297727720000005')
985	Oc1cccc(O)c1O	2120	('23.86919556', '0.0', '0.0', '0.0', '23.86919556', '0.0', '0.0', '0.0', '23.86919556')
986	c1scc2c1OCCCO2	2122	('34.107680880000004', '0.0', '0.0', '0.0', '34.107680880000004', '0.0', '0.0', '0.0', '34.107680880000004')
987	COc1ccc(=O)n(C)n1	2123	('30.90702636', '0.0', '0.0', '0.0', '30.90702636', '0.0', '0.0', '0.0', '30.90702636')
988	c1cc2sc1CSCCSCCCSCCSC2	2125	('23.07888828', '0.0', '0.0', '0.0', '23.07888828', '0.0', '0.0', '0.0', '23.07888828')
989	O=[N+]([O-])C1=N[N]N(CN(Cn2nnc([N+](=O)[O-])n2)Cn2nnc([N+](=O)[O-])n2)[N]1	2126	('32.2621488', '0.0', '0.0', '0.0', '32.2621488', '0.0', '0.0', '0.0', '32.2621488')
990	COc1ccc(C2S[N]S[N]S2)cc1	2127	('26.57727072', '0.0', '0.0', '0.0', '26.57727072', '0.0', '0.0', '0.0', '26.57727072')
991	Nc1nonc1-c1nonc1N	2129	('18.7540542', '0.0', '0.0', '0.0', '18.7540542', '0.0', '0.0', '0.0', '18.7540542')
992	O=C1c2ccccc2C(=O)c2c(O)c([N+](=O)[O-])c([N+](=O)[O-])c(O)c21	2130	('35.77037436', '0.0', '0.0', '0.0', '35.77037436', '0.0', '0.0', '0.0', '35.77037436')
993	O=[N+]([O-])c1ccc(/C=N/O)o1	2132	('46.17651024', '0.0', '0.0', '0.0', '46.17651024', '0.0', '0.0', '0.0', '46.17651024')
994	O=C1NC(=O)c2cc3c(cc21)C1c2cc4c(cc2C3c2cc3c(cc21)C(=O)NC3=O)C(=O)NC4=O	2133	('37.42084332', '0.0', '0.0', '0.0', '37.42084332', '0.0', '0.0', '0.0', '37.42084332')
995	C(=N/CC/N=C/c1ccncc1)\c1ccncc1	2137	('34.1392212', '0.0', '0.0', '0.0', '34.1392212', '0.0', '0.0', '0.0', '34.1392212')
996	Nc1nnc(N)nn1	2138	('29.204113680000003', '0.0', '0.0', '0.0', '29.204113680000003', '0.0', '0.0', '0.0', '29.204113680000003')
997	O=C(O)[C@@H](O)c1ccccc1	2139	('26.98538976', '0.0', '0.0', '0.0', '26.98538976', '0.0', '0.0', '0.0', '26.98538976')
998	Nc1nnns1	2146	('38.66594508', '0.0', '0.0', '0.0', '38.66594508', '0.0', '0.0', '0.0', '38.66594508')
999	[O-][n+]1cccc[n+]1[O-]	2149	('23.140116719999998', '0.0', '0.0', '0.0', '23.140116719999998', '0.0', '0.0', '0.0', '23.140116719999998')
1000	COc1nc2c([nH]c1=O)[N]ON2[O]	2151	('20.654252640000003', '0.0', '0.0', '0.0', '20.654252640000003', '0.0', '0.0', '0.0', '20.654252640000003')
1001	CC1(C)CC(=O)c2sc(N)c(C(N)=O)c2C1	2154	('34.655402880000004', '0.0', '0.0', '0.0', '34.655402880000004', '0.0', '0.0', '0.0', '34.655402880000004')
1002	CCn1c2sccc2c2c3nsnc3c3c4ccsc4n(CC)c3c21	2155	('44.14565232', '0.0', '0.0', '0.0', '44.14565232', '0.0', '0.0', '0.0', '44.14565232')
1003	Cc1cccc(C)c1-n1nnnc1SSc1nnnn1-c1c(C)cccc1C	2156	('16.6629204', '0.0', '0.0', '0.0', '16.6629204', '0.0', '0.0', '0.0', '16.6629204')
1004	N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O	2158	('23.889834360000002', '0.0', '0.0', '0.0', '23.889834360000002', '0.0', '0.0', '0.0', '23.889834360000002')
1005	c1cn(-c2cnc3c(ccc4cc(-n5ccnc5)cnc43)c2)cn1	2163	('34.72075908', '0.0', '0.0', '0.0', '34.72075908', '0.0', '0.0', '0.0', '34.72075908')
1006	c1cn(-c2cnc3c(ccc4cc(-n5ccnc5)cnc43)c2)cn1	2164	('41.398575120000004', '0.0', '0.0', '0.0', '41.398575120000004', '0.0', '0.0', '0.0', '41.398575120000004')
1007	c1cn(-c2ccc(-n3ccnc3)cc2)cn1	2167	('38.8890558', '0.0', '0.0', '0.0', '38.8890558', '0.0', '0.0', '0.0', '38.8890558')
1008	CSC1=C(N)C2=S(SC(c3ccccc3)=C2)S1	2168	('29.39155632', '0.0', '0.0', '0.0', '29.39155632', '0.0', '0.0', '0.0', '29.39155632')
1009	Cn1c(=O)[nH]c(N)c(C=O)c1=O	2171	('33.32409444', '0.0', '0.0', '0.0', '33.32409444', '0.0', '0.0', '0.0', '33.32409444')
1010	CN1NC(c2ncc[nH]2)NN(C)C1=S	2172	('35.746719119999995', '0.0', '0.0', '0.0', '35.746719119999995', '0.0', '0.0', '0.0', '35.746719119999995')
1011	O=[N+]([O-])c1cn[nH]c1	2173	('35.9427348', '0.0', '0.0', '0.0', '35.9427348', '0.0', '0.0', '0.0', '35.9427348')
1012	[O-][n+]1nc2ccccc2[n+]([O-])n1	2176	('58.88450736', '0.0', '0.0', '0.0', '58.88450736', '0.0', '0.0', '0.0', '58.88450736')
1013	Cc1nc(N)c2c(c1C)COC2=N	2177	('29.812217399999998', '0.0', '0.0', '0.0', '29.812217399999998', '0.0', '0.0', '0.0', '29.812217399999998')
1014	[NH]C1=N[C](N)c2ccccc21	2178	('24.55186356', '0.0', '0.0', '0.0', '24.55186356', '0.0', '0.0', '0.0', '24.55186356')
1015	Nc1n[nH]c(=S)s1	2179	('30.59617428', '0.0', '0.0', '0.0', '30.59617428', '0.0', '0.0', '0.0', '30.59617428')
1016	c1cnc2c(n1)SC(=C1Sc3nccnc3S1)S2	2181	('30.36877704', '0.0', '0.0', '0.0', '30.36877704', '0.0', '0.0', '0.0', '30.36877704')
1017	O=C=Nc1ccc(N=C=O)cc1	2182	('27.621488160000002', '0.0', '0.0', '0.0', '27.621488160000002', '0.0', '0.0', '0.0', '27.621488160000002')
1018	O=c1cc(O)c1=O	2183	('10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999')
1019	O=c1cccc2n1C[C@@H]1C[C@H]2CN2CCCC[C@H]12	2185	('47.78406108', '0.0', '0.0', '0.0', '47.78406108', '0.0', '0.0', '0.0', '47.78406108')
1020	CCn1c(O)cc(=O)n(CC)c1=S	2186	('41.565378960000004', '0.0', '0.0', '0.0', '41.565378960000004', '0.0', '0.0', '0.0', '41.565378960000004')
1021	N#Cc1ccc2sc(=S)sc2c1	2187	('10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999')
1022	N#Cc1ccc2sc(=S)sc2c1	2188	('10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999', '0.0', '0.0', '0.0', '10.004261399999999')
1023	O=C(O)c1ccc(O)cc1O	2194	('28.07125524', '0.0', '0.0', '0.0', '28.07125524', '0.0', '0.0', '0.0', '28.07125524')
1024	Cc1cc(=O)n2c(C)cc(=O)n12	2196	('25.64651376', '0.0', '0.0', '0.0', '25.64651376', '0.0', '0.0', '0.0', '25.64651376')
1025	[CH]1C=C2N=C1[CH]c1ccc([nH]1)/C=C1/C=CC(=N1)/C=C\c1ccc2[nH]1	2203	('45.73960272', '0.0', '0.0', '0.0', '45.73960272', '0.0', '0.0', '0.0', '45.73960272')
1026	O=C1CCc2c1cc1c(c2[N+](=O)[O-])CCC1	2204	('42.64357104', '0.0', '0.0', '0.0', '42.64357104', '0.0', '0.0', '0.0', '42.64357104')
